sent1,sent2,label
"literal. Literal question about quantity, not a figurative expression or comparison.","literal. Literal question about quantity, not implying a metaphorical or figurative need",0
"literal. Literal food order, no comparison or symbolic meaning, straightforward request for specific item.","literal. Literal reference to food item, no implied comparison or symbolic meaning",0
"metaphor. ""nugget"" is used to refer to a portion or serving of chicken, not an actual nugget.","literal. Literal description of a small amount of food, no hidden meaning or symbolism",1
literal. Directly requesting a specific quantity of food with politeness and courtesy.,"literal. Imperative request for quantity, no implied meaning or figurative language",0
"literal. Literal food item being ordered, not a metaphor or comparison.","literal. Directly referenced, no implied meaning or comparison",0
"literal. Specifically refers to a condiment, not a metaphorical concept or abstract idea.","literal. Context suggests literal use, no implied symbolism or comparison",0
literal. To specify a flavor or taste.,literal. Describing the actual taste of the food being served,0
literal. Describing a specific flavor or taste.,"literal. The word ""sour"" is used to describe the taste of the tomatoes in the sentence",0
literal. Asking for clarification or confirmation. Clarifies intention rather than metaphorical action.,"literal. ""Do"" is used as an auxiliary verb in forming questions, not metaphorically in this context",0
"literal. Concrete, direct request for straw, no hidden or implied deeper meaning or desire.","literal. ""Want"" is used literally to inquire about desire for a specific item",0
"literal. It is a physical object used for drinking, not a metaphorical concept.","literal. Literal meaning, referring to a small piece of fruit, not a metaphorical device or expression",0
"literal. Direct question, no metaphorical meaning intended, clear communication.","literal. ""Do"" is used as an auxiliary verb to form a question in this sentence",0
"literal. Directly asking about desire for a straw, no underlying meaning or symbolism implied.","literal. ""Want"" is used literally to inquire about desire for a specific object",0
